index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image
294,7,294,39,0,0,6,6,40,2,rrrrrrlldlllldddddrurrrrullllurrrrurdddd,1111111/1111100/1000011/1111111/1111111/1111111/1100001,images/grid_0294_n7_seed294.svg
295,7,295,37,0,0,6,6,40,4,ddddddurruluuuurrrrrllldlddrurrrdlldrrdd,1111111/1111000/1111111/1111111/1110111/1110001/1000001,images/grid_0295_n7_seed295.svg
296,7,296,40,0,0,0,6,40,1,ddddruuuurddddddlrrrrruuldlluruluuurdrur,1111111/1111110/1111000/1111100/1111111/0011111/0111111,images/grid_0296_n7_seed296.svg
297,7,297,37,0,0,6,4,42,6,ddrrrrrruuddlluuldluldddldddrrrururdurddll,1111101/1111101/1111111/1100000/1000111/1001111/1111111,images/grid_0297_n7_seed297.svg
298,7,298,41,0,0,6,0,40,0,rrrrrrdlllllldrrrdlllddrrrrruurdddllllll,1111111/1111111/1111000/1111011/1000011/1111111/1111111,images/grid_0298_n7_seed298.svg
299,7,299,40,0,0,5,1,40,1,ddddddrrurdrrruluruuuulldrddlululdludddd,1000111/1111111/1111111/1100111/1100011/1111011/1111111,images/grid_0299_n7_seed299.svg
300,7,300,37,0,0,1,3,38,2,rrllddrdldrdldrrrrrruluruuuuldddldluuu,1110011/1001011/1101011/1101111/1101111/1100011/1111111,images/grid_0300_n7_seed300.svg
301,7,301,40,0,0,1,6,41,2,ddddddrruluuuuurrlddrdrurddldldrrruluruuu,1111000/1110001/1111111/1101111/1100111/1111111/1111111,images/grid_0301_n7_seed301.svg
302,7,302,40,0,0,6,6,42,3,dddurrrullurrrrrddduulldddlldlulddrrrrrurd,1111111/1111111/1111101/1000101/1111100/1110011/1111111,images/grid_0302_n7_seed302.svg
303,7,303,42,0,0,0,5,43,2,ddddddrrrrrruuudldlluulddluuuuurdrdlrrrruul,1110011/1111001/1111111/1111001/1111011/1111111/1111111,images/grid_0303_n7_seed303.svg
304,7,304,38,0,0,5,6,41,4,drddluddddrurdruurururuuldlulddlrrddddrru,1001111/1101111/1111111/1100110/1001100/1111101/1111111,images/grid_0304_n7_seed304.svg
305,7,305,39,0,0,5,6,39,1,ddddddrrurdruuuluulddluuurrrrdrudddldrd,1111111/1111011/1111001/1111111/1000111/1011101/1111100,images/grid_0305_n7_seed305.svg
306,7,306,41,0,0,0,6,42,2,ddddddrrrurrurluululddrdlldluuruluudrurrrr,1111111/1111100/1111110/1111110/1111111/1111110/1111000,images/grid_0306_n7_seed306.svg
307,7,307,39,0,0,6,0,40,2,dddrduuuurrddrdruulurrdddddullddluulddll,1111111/1101111/1101111/1100111/0111111/0011101/1111100,images/grid_0307_n7_seed307.svg
308,7,308,38,0,0,0,6,38,1,ddddddrrrrrruuuuldddllllurrruuluudrrru,1001001/1001111/1001111/1000111/1111111/1111111/1111111,images/grid_0308_n7_seed308.svg
309,7,309,43,0,0,0,1,43,1,ddddddrrrrrruuuuluulldrddrddluldllurruuluul,1111110/1011110/1011111/1001111/1111111/1111111/1111111,images/grid_0309_n7_seed309.svg
310,7,310,42,0,0,6,0,44,3,ddddrrrduururulldldluuurdurrrrddddddludlllll,1111111/1111111/1111111/1111101/1111001/0001011/1111111,images/grid_0310_n7_seed310.svg
311,7,311,41,0,0,6,1,41,1,dddrurulurrrrrddddddlluruuuulldrdldrdldll,1111111/1111111/1111111/1101111/0001111/0001111/0111111,images/grid_0311_n7_seed311.svg
312,7,312,38,0,0,0,6,42,5,ddddddrrrrrudrllluuldluuuuurrdldrdlrrruuru,1111001/1111011/1111010/1111110/1111000/1111010/1111111,images/grid_0312_n7_seed312.svg
313,7,313,39,0,0,2,4,40,2,ddrdldddruurddrrurdrluuuuruuldlullldrrdr,1111111/1111111/1101111/1100010/1110010/1110110/1111111,images/grid_0313_n7_seed313.svg
314,7,314,42,0,0,0,6,44,3,rdrdrduuulrrddrdldlllludddrurdrurdrruluruuuu,1111101/0111101/0011111/1001111/1111111/1111111/1111111,images/grid_0314_n7_seed314.svg
315,7,315,41,3,0,5,1,41,1,dddrrruuuurddddrruluruluruuldulllldrdlddd,0111111/0110011/0111111/1101111/1101111/1101111/1111111,images/grid_0315_n7_seed315.svg
316,7,316,44,0,0,2,5,43,0,ddddruuuurrrrrddddddllluluuuurdddrdruuluurd,1111111/1111111/1111111/1111111/1111111/0011111/0001111,images/grid_0316_n7_seed316.svg
317,7,317,36,0,0,4,6,38,3,ddrurlddldrdldrrrurdrrululuruulrurdddd,1000011/1110111/1100011/1100111/1100111/1101111/1111111,images/grid_0317_n7_seed317.svg
318,7,318,43,0,0,2,5,43,1,ddddddrruluuruluurdrurrrddddddlluruululurrd,1111111/1111111/1111111/1110111/1100011/1110111/1110111,images/grid_0318_n7_seed318.svg
319,7,319,39,0,0,6,0,38,0,dddruuurrrrrddddlluruuldlulddrddlulldd,1111111/1111111/1111111/1111111/1111111/1011000/1000000,images/grid_0319_n7_seed319.svg
320,7,320,41,0,0,3,5,44,4,ddddddrrrrrrlluluuuulddddluuuuurrrrdurddddul,1111111/1111011/1111001/1111011/1111001/1111100/1111111,images/grid_0320_n7_seed320.svg
321,7,321,40,0,0,3,1,42,3,rrdrrurrddlullldddrrrrddluldluldlluruluurd,1110111/0011111/1110011/1110000/1111111/1111111/1111111,images/grid_0321_n7_seed321.svg
322,7,322,38,3,0,1,2,38,1,dddrrrrrruuuuuulldddlddllurulurruullrd,0111111/0011101/0111101/1111101/1111001/1111001/1111111,images/grid_0322_n7_seed322.svg
323,7,323,41,0,0,4,4,42,2,ddddddrrrrullluuuuurdrdlddrurururuddddludl,1110001/1111011/1111111/1111111/1111111/1111100/1111100,images/grid_0323_n7_seed323.svg
324,7,324,38,0,0,4,4,38,1,rdldrdldrrddrrrruuuuuuldllrdrdddlluurd,1100011/1101111/1100111/1101111/1111111/0011111/0011111,images/grid_0324_n7_seed324.svg
325,7,325,44,0,0,4,4,44,1,dddrdddlrrrrrruuuuuulllldddddruuuurrdldrddlu,1011111/1011111/1011111/1111111/0111111/0111111/1111111,images/grid_0325_n7_seed325.svg
326,7,326,40,0,0,5,3,40,1,ddddddrrrrrruuuuullldldlddrurururdddludl,1000000/1001111/1011111/1111111/1111111/1111111/1111111,images/grid_0326_n7_seed326.svg
327,7,327,39,0,0,3,6,41,3,ddddrdrdrrrrullluruuuulldddldruruurrurddd,1011111/1011111/1011101/1111101/1111100/0111111/0011111,images/grid_0327_n7_seed327.svg
328,7,328,37,0,0,6,6,38,2,rrrrrrdldrdullllddrrdllluuulddddrrrrrr,1111111/0000011/1111111/1110001/1111100/1111100/1111111,images/grid_0328_n7_seed328.svg
329,7,329,37,0,0,6,0,42,6,dduurrrdrurrlddldllrrddlrruurdddllllluuldd,1111111/1001110/1000110/0011111/1100111/1101111/1111111,images/grid_0329_n7_seed329.svg
330,7,330,41,0,0,1,5,40,0,ddddddrrulurulururdrddddrruluruluruulldr,1000111/1011111/1111111/1110111/1110111/1110111/1110111,images/grid_0330_n7_seed330.svg
331,7,331,40,0,0,6,3,41,2,dddddduurrrulluuurrrrrddlullldrrdddrrdlll,1111111/1111111/1111111/1111100/1111100/1000111/1001111,images/grid_0331_n7_seed331.svg
332,7,332,41,0,0,2,2,40,0,ddddddrruluuuuurrrrrddddddluuuldlluruuld,1111111/1111001/1111001/1111111/1111111/1110011/1110011,images/grid_0332_n7_seed332.svg
333,7,333,39,0,0,0,1,39,1,ddddddruurdrruluurdrrdddluuuuruuldlulll,1111111/1000111/1001111/1001111/1111111/1111111/1100011,images/grid_0333_n7_seed333.svg
334,7,334,42,2,0,5,2,41,0,ruurrrrrddddddlluruuuuldddluuuldddldldrru,0111111/0111111/1111111/0011111/0111111/1110111/1110111,images/grid_0334_n7_seed334.svg
335,7,335,40,0,0,3,6,41,2,ddddddruuruluuurrrrrldllldrrddrdllrdrruuu,1111111/1111110/1111100/1110101/1110111/1101111/1100111,images/grid_0335_n7_seed335.svg
336,7,336,42,0,0,0,4,42,1,ddddddrrrrrruuuudlldrdlluuuulddddluuuuurrr,1111100/1111000/1111001/1111111/1111111/1111111/1111111,images/grid_0336_n7_seed336.svg
337,7,337,43,0,0,6,0,42,0,rdlddrurdddruuuuurrrddddddluuuuuldddddllll,1101111/1101111/1111111/1111111/0011111/0011111/1111111,images/grid_0337_n7_seed337.svg
338,7,338,40,0,0,0,6,42,3,ddddddrrluuurluuurdrurdddddldrrruluudruuuu,1111101/1111101/1100101/1110111/1100111/1101111/1111111,images/grid_0338_n7_seed338.svg
339,7,339,44,0,0,3,5,46,3,durrrddldldlddrurdrrrruuuuuulldrdldldlrrdlrruu,1111111/1001111/0011111/0111111/1111111/1111111/1111111,images/grid_0339_n7_seed339.svg
340,7,340,37,0,0,0,6,42,6,ddddddrrrrrurdllllulurrurllluuurrdurrddruu,1111111/1101011/1100011/1111100/1111000/1110011/1111111,images/grid_0340_n7_seed340.svg
341,7,341,40,3,0,4,4,41,2,drdldrrruuuululrurdrurrdldrddddlluruuludd,0011111/0111111/0011111/1001111/1101111/1101111/1111111,images/grid_0341_n7_seed341.svg
342,7,342,45,1,0,4,4,45,1,dddddrrrrrrluuuruuulllldlddddruuururrdldlddru,0011111/1111111/1111111/1111111/1111110/1111110/1111111,images/grid_0342_n7_seed342.svg
343,7,343,43,0,0,2,4,42,0,ddrdldrdldrrruurddrruluruluruuldlullldrrdr,1111111/1111111/1101111/1100011/1101111/1101111/1111111,images/grid_0343_n7_seed343.svg
344,7,344,42,0,0,5,6,43,2,ddddddrrrulluuuuurrrrrddulllldddrurrldddrru,1111111/1111111/1110001/1111110/1111100/1111101/1111111,images/grid_0344_n7_seed344.svg
345,7,345,45,0,0,4,4,44,0,ddddddrrrrrruuuuuullllldddddrrrruuuulddlldrr,1111111/1100111/1100111/1111111/1111111/1111111/1111111,images/grid_0345_n7_seed345.svg
346,7,346,42,0,0,6,6,42,1,ddddddrrrrullluuurudrdldrruuuurrdldrdldddr,1000111/1010111/1111111/1111111/1111110/1111110/1111111,images/grid_0346_n7_seed346.svg
347,7,347,37,1,0,6,3,40,4,dddduuurururrrrdddluulldlddruruddrrddlll,0011111/1111111/1111111/1011111/1011111/1000001/0001111,images/grid_0347_n7_seed347.svg
348,7,348,41,2,0,1,5,40,0,ddddrrrrrruuldluldlluruluruurdddrrruuuld,0011011/0011011/1111001/1111111/1111111/1111111/1111111,images/grid_0348_n7_seed348.svg
349,7,349,38,0,0,0,3,39,2,ddddddrrrrrruuuuuddlllldrrrdlllluuuuurr,1111000/1100001/1100001/1111111/1111111/1111111/1111111,images/grid_0349_n7_seed349.svg
350,7,350,40,0,0,4,6,40,1,ddruurrrrrddluldlulddlldddrurdrurdurdruu,1111111/1111111/1111111/1110000/1000001/1111111/1111111,images/grid_0350_n7_seed350.svg
351,7,351,40,0,0,5,1,40,1,ddrrulurrdrurrdlrdddddluuuldlddllluurrdl,1111111/1111111/1110001/0000111/1111111/1111011/1111011,images/grid_0351_n7_seed351.svg
352,7,352,42,0,0,4,5,41,0,ddddruuuurdrurrrddddddlllluruuururddlddru,1111111/1111111/1101111/1101111/1101111/0011111/0011111,images/grid_0352_n7_seed352.svg
353,7,353,39,0,0,3,0,39,1,drurrrrrdddddulluruuldlulddrdddluldluuu,1111111/1111111/0011111/1011111/1001111/1111001/1111000,images/grid_0353_n7_seed353.svg
354,7,354,41,0,0,6,0,40,0,ddrdddruuuulurrrrrddddluuulldrdldrdldlll,1111111/1111111/1111111/0111111/0111111/0111100/1111000,images/grid_0354_n7_seed354.svg
355,7,355,39,0,0,6,6,40,2,rddduururrdddlldllddrurdruurruuuurdddddd,1111111/0110111/0100111/0111111/1111111/1111001/1111001,images/grid_0355_n7_seed355.svg
356,7,356,39,0,0,2,6,40,2,ddddddrurrrrrduulllllururullduurrrdrurdd,1111111/1111111/1111001/1110000/1111111/1111111/1100001,images/grid_0356_n7_seed356.svg
357,7,357,41,0,0,2,4,44,4,ddduuurrddruurrrddddddllllllrururdrruluruuld,1111111/1011111/1011111/1000111/0011111/0111111/1111111,images/grid_0357_n7_seed357.svg
358,7,358,43,0,0,6,6,42,0,ddddddrrrurulldluuuuurdddrruuurrdldrdldrdd,1110111/1110111/1110111/1111111/1111111/1111101/1111001,images/grid_0358_n7_seed358.svg
359,7,359,40,0,0,1,2,39,0,ddddrdldrrurdruruluuurddruuullllldddruu,1111111/1110111/1110111/1110111/1100110/1111110/1111100,images/grid_0359_n7_seed359.svg
360,7,360,40,0,0,2,6,40,1,ddddddrrrrrrullllluuuuurrrldldddrurdrruu,1111100/1111000/1110001/1111101/1111111/1111111/1111111,images/grid_0360_n7_seed360.svg
361,7,361,44,0,0,6,6,44,1,ddddddrruluuuuurrrrrdddululddluuldddrddrurdr,1111111/1111111/1111111/1111101/1111000/1111110/1111111,images/grid_0361_n7_seed361.svg
362,7,362,38,2,0,0,2,40,3,ddddrrrrluuulddluuurrrdrdrdduuuulurullll,0011111/0000011/1111111/1111111/1111011/1111001/1111101,images/grid_0362_n7_seed362.svg
363,7,363,41,0,0,0,6,42,2,rdldddddrurdrrrruuuudlldrdllulururululrrrr,1111111/1101100/1001101/1011111/1011111/1111111/1111111,images/grid_0363_n7_seed363.svg
364,7,364,44,0,0,5,4,43,0,ddrdddldrrrrrruuuulurullllldrdrdlddrururddl,1111111/1110011/1111011/0111111/0111111/1111111/1111111,images/grid_0364_n7_seed364.svg
365,7,365,43,0,0,5,5,42,0,ddddddrrrrrruululdluuurrulllldrdldrdldrrrr,1111110/1111110/1111000/1111110/1111111/1111111/1111111,images/grid_0365_n7_seed365.svg
366,7,366,45,0,0,2,2,44,0,ddddddrrrrrruuuluruulllddddrrdlllluruluuurdd,1111111/1111001/1111011/1111011/1111111/1111111/1111111,images/grid_0366_n7_seed366.svg
367,7,367,39,0,0,5,1,38,0,ddddddrrrrrulululurrdrrulululdlulddddd,1111100/1111110/1111111/1111111/1101100/1100110/1111110,images/grid_0367_n7_seed367.svg
368,7,368,43,0,0,2,2,42,0,ddddddrrrrrruuuuuuldldrdddluulddlluruluurd,1000011/1110111/1110111/1111111/1111111/1111111/1111111,images/grid_0368_n7_seed368.svg
369,7,369,37,0,0,4,0,38,2,drurrrdurrdddldrddluluddlluruuuuldlldd,1111111/1111101/1111001/1001011/1001111/0011111/0011111,images/grid_0369_n7_seed369.svg
370,7,370,38,0,0,0,3,39,2,ddddruddldrrurdrurdruuluruuudldlllluurr,1111001/1100011/1111111/1100011/1100011/1111111/1111111,images/grid_0370_n7_seed370.svg
371,7,371,38,0,0,0,6,40,3,ddddrduuuuurrrldldrdldddrurdrruluudruuuu,1111101/1111001/1111001/1111011/1110011/0111111/0011111,images/grid_0371_n7_seed371.svg
372,7,372,38,0,0,5,0,39,2,rdurrddrdddlrruuuulurrddddddlllluululdd,1111111/0101111/0001111/1100111/1110111/1011111/0011111,images/grid_0372_n7_seed372.svg
373,7,373,43,0,0,6,0,44,2,ddddrruluuurrdrurrdldldlddrururuddddludlllll,1111111/1101111/1100111/1111111/1111111/0001111/1111111,images/grid_0373_n7_seed373.svg
374,7,374,42,0,0,0,6,42,1,ddddddrurrrulrrddruuullluuldddluuuurrrdrur,1111111/1111110/1111000/1111111/1111111/1111111/1100011,images/grid_0374_n7_seed374.svg
375,7,375,42,0,0,6,0,42,1,ddruurrrrrdddldddllruuuurullldrddlulldrdld,1111111/1111111/1111111/1111111/1111110/1100110/1001110,images/grid_0375_n7_seed375.svg
376,7,376,42,0,0,4,5,41,0,dddruuurdrurdrurddldrdddllllluurdruurddru,1111111/1111111/1100011/1101111/0111111/0111111/0111111,images/grid_0376_n7_seed376.svg
377,7,377,42,0,0,3,1,42,1,ddddddrrurdrrruuuuuulllllrdrrrdldrddlulull,1111111/1011111/1000111/1111111/1001111/1011111/1111111,images/grid_0377_n7_seed377.svg
378,7,378,39,0,0,5,6,39,1,ddddddruuuuuurrrrdlddrldluuuldddddrrrru,1111110/1111110/1111100/1111110/1111100/1110001/1111111,images/grid_0378_n7_seed378.svg
379,7,379,39,0,0,0,6,40,2,ddddddrrrrrruuuludldldllurulrrulluurrrrr,1111111/1100000/1111010/1111111/1111101/1111001/1111111,images/grid_0379_n7_seed379.svg
380,7,380,40,0,0,3,5,40,1,rdldddddruuuururddddrrrduuuuuulldrdlddru,1100111/1111111/1111111/1101111/1101111/1101111/1100001,images/grid_0380_n7_seed380.svg
381,7,381,42,0,0,2,5,41,0,rddrddllddrurdrrruuuruuulllldrddddruuuurd,1111111/0111111/0111111/0011111/1111110/1111110/1111110,images/grid_0381_n7_seed381.svg
382,7,382,42,0,0,2,5,41,0,rrdddlldddrrulurruuuurrrddddddluluruluurd,1111111/0011111/0011111/1111111/1111111/1110111/1110011,images/grid_0382_n7_seed382.svg
383,7,383,39,2,0,2,3,39,1,ddrdldrrurdrrruuldluurrulurulllldddlurr,0011111/0010011/1111011/1110111/1100111/1111111/1111111,images/grid_0383_n7_seed383.svg
384,7,384,41,0,0,5,5,40,0,ddddddrruluuurulurrrdlddrurdrdddlllururd,1111100/1111100/1111110/1101111/1100111/1111111/1111111,images/grid_0384_n7_seed384.svg
385,7,385,40,0,0,2,6,40,1,ddrdldddrurdrrrruuldlulduuululurrdrurrdd,1111111/1111101/1111001/1101000/1001111/1111111/1111111,images/grid_0385_n7_seed385.svg
386,7,386,40,0,0,5,1,40,1,ddddddrrrruuuurullldluurrrrrdddddlllluld,1111111/1111111/1110111/1000101/1110101/1111111/1111100,images/grid_0386_n7_seed386.svg
387,7,387,44,0,0,4,2,44,1,dddddruuuuurrrrrddddddluldllururuuurllldrdld,1111111/1111111/1111101/1111101/1111101/1111111/0011111,images/grid_0387_n7_seed387.svg
388,7,388,37,0,0,0,1,37,1,ddddddrrrruullldrrrrdruuuuuulddluulll,1111111/1000111/1000111/1000001/1111101/1111111/1111111,images/grid_0388_n7_seed388.svg
389,7,389,39,0,0,5,4,39,1,ddddddrruluurrulluurdrurddrrdlldrddllru,1111100/1111100/1111111/1111111/1100110/1110110/1111110,images/grid_0389_n7_seed389.svg
390,7,390,42,0,0,1,4,41,0,ddddddrrrrurdruuuuuullldllddddruuurdrurul,1001111/1111111/1111111/1111101/1110001/1110111/1111111,images/grid_0390_n7_seed390.svg
391,7,391,41,0,0,4,1,43,3,rlddddddrrrurdrrululurrduuuulldlrrdlldluldd,1100111/1001111/1111111/1111111/1100111/1001111/1111111,images/grid_0391_n7_seed391.svg
392,7,392,39,0,0,0,1,39,1,dddrurrdldlddruruddrurdruuuuuulddluulll,1111111/1000111/1111111/1111001/0111001/0111111/0111111,images/grid_0392_n7_seed392.svg
393,7,393,42,1,0,2,4,41,0,dddddrrrrrruuuluuullldddlddrurdrrululuurd,0011110/1011110/1011110/1111111/1111111/1111111/1111111,images/grid_0393_n7_seed393.svg
394,7,394,39,0,0,0,6,44,6,ddddddrrrrrruuulddluuudlldrdlluuluuurrdurrrr,1111111/1010000/1000100/1111111/1111111/1111111/1111111,images/grid_0394_n7_seed394.svg
395,7,395,43,0,0,0,6,42,0,ddddddrrrrurruuldlulddlluruluuurddrurdrruu,1110001/1111101/1111111/1111111/1111111/1111111/1111100,images/grid_0395_n7_seed395.svg
396,7,396,39,0,0,2,4,38,0,ddrdldddrrrrulllurrrururuuldlullldrrdr,1111111/1111111/1101111/1100110/1111100/1111100/1111100,images/grid_0396_n7_seed396.svg
397,7,397,39,0,0,6,0,40,2,dddrrrulluurdrurrrddlulddddrruddlllludll,1111111/1111111/1111111/1111100/0000101/0010111/1111111,images/grid_0397_n7_seed397.svg
398,7,398,37,4,0,0,3,39,3,ddrrrrrruluuuruuldddlddlulldruurululurr,0111011/0110011/0011011/0011110/1111110/1111111/1111111,images/grid_0398_n7_seed398.svg
399,7,399,43,1,0,4,4,43,1,rdlddddrruuulurruurrrddddddllluuuruurddddlu,0001111/1101111/1111111/1111111/1011111/1011111/1111111,images/grid_0399_n7_seed399.svg
400,7,400,45,0,0,2,4,44,0,ddddddrrrurruruuuullllldddddruuuurdddruruuld,1111111/1111111/1111111/1111111/1111111/1111110/1111000,images/grid_0400_n7_seed400.svg
401,7,401,42,0,0,5,6,43,2,ddddddrrrrluuuurullddddluuuuurrrrrdlddurddd,1111111/1111111/1111111/1111011/1111001/1111001/1111100,images/grid_0401_n7_seed401.svg
402,7,402,43,0,0,6,6,42,0,ddddddrrrulluuuuurrrrdldluldddrurrrdllddrr,1111110/1111110/1111100/1111111/1111111/1111100/1111111,images/grid_0402_n7_seed402.svg
403,7,403,37,0,0,0,1,39,3,ddddddrrrrrlulllurrruurrddluuululdlduul,1111100/1011110/1010111/1000111/1111111/1111100/1111110,images/grid_0403_n7_seed403.svg
404,7,404,39,0,0,0,5,39,1,ddururddddllddrurdruuuuurdddddrruuuuuul,1110011/1111101/1011101/0011101/1111101/1111101/1111111,images/grid_0404_n7_seed404.svg
405,7,405,39,0,0,4,5,41,3,dddduurrrrrullllurrrrrddddddlllllrururdru,1111111/1111111/1111111/1000001/1001111/0011111/0111111,images/grid_0405_n7_seed405.svg
406,7,406,41,2,0,0,1,41,1,ddddruuuurdrddrdrruluruuuulldrddlduuluull,0111111/0001111/1111111/1111111/1101111/1101111/1100111,images/grid_0406_n7_seed406.svg
407,7,407,41,0,0,1,6,41,1,ddddddrrrrurruuldlldllururuuldlduuurrrrrd,1111111/1111001/1111000/1111011/1111111/1111111/1111100,images/grid_0407_n7_seed407.svg
408,7,408,37,0,0,2,5,41,5,ddddddrrrrrruluddlluuuulldddruuuururrrddl,1001111/1011001/1111011/1111000/1111010/1111011/1111111,images/grid_0408_n7_seed408.svg
409,7,409,37,0,0,2,3,37,1,ddddddrrrrrruuuudlldrdlluldluuuuurrdd,1111000/1101000/1101001/1100111/1111111/1111111/1111111,images/grid_0409_n7_seed409.svg
410,7,410,38,2,0,0,6,40,3,ddddrudrruuullurruulrdrdrdldddrruluruuuu,0011001/0001101/1111111/1111111/1001111/1101111/1111111,images/grid_0410_n7_seed410.svg
411,7,411,39,0,0,0,6,38,0,drdlddrurddldrrrrruuulldrdlluuuuurrdru,1001111/1101011/1101000/1111111/1111111/0111111/0111111,images/grid_0411_n7_seed411.svg
412,7,412,44,2,0,1,5,44,1,ddddrrrrrruuuuuulllldldrdlddrurdrrulurululrr,0011111/0111111/1110111/1110111/1111111/1111111/1111111,images/grid_0412_n7_seed412.svg
413,7,413,38,0,0,4,0,38,1,rddruurrrrddddddluuuuullddruddddlulllu,1111111/0111111/0111111/0001111/1000111/1111111/0001111,images/grid_0413_n7_seed413.svg
414,7,414,42,0,0,4,0,42,1,drdrdruululrrrrrddddddluuuuulddddlullddluu,1111111/1111111/0111111/0011111/1111111/1101111/1100011,images/grid_0414_n7_seed414.svg
415,7,415,43,0,0,2,0,42,0,rrdddruuurrrddddddlllurruuuuldddlllddluuuu,1111111/0011111/1011111/1011111/1111111/1101111/1101111,images/grid_0415_n7_seed415.svg
416,7,416,40,0,0,2,5,39,0,ddrdldrdldrrurdrurdruuuuuullllldrrdrurd,1111111/1111111/1101111/1100001/1100001/1111111/1111111,images/grid_0416_n7_seed416.svg
417,7,417,43,0,0,3,5,44,2,ddddddrrluurrulluuurddrurrruddddddlluruluurd,1110001/1111111/1111111/1111111/1111111/1100111/1110111,images/grid_0417_n7_seed417.svg
418,7,418,41,0,0,5,3,40,0,drurrrrrdldlulldrdldllddrurdrrrruuldluld,1111111/1111111/0011110/0011000/1111111/1111111/1111111,images/grid_0418_n7_seed418.svg
419,7,419,44,0,0,0,6,44,1,rdldddddrrrrrruuululudddrdlluulddluuurruurrr,1101111/1101100/1111110/1111111/1111111/1111111/1111111,images/grid_0419_n7_seed419.svg
420,7,420,41,0,0,5,3,40,0,drurddldrrruuurrdldrddddluldlllluurdrurd,1110111/1110111/0110111/0111101/1111001/1111111/1111111,images/grid_0420_n7_seed420.svg
421,7,421,38,0,0,6,0,38,1,drurrrrrddddddlluruuuuldlulddrrddlllld,1111111/1111111/0011111/0011111/0000111/1111111/1000111,images/grid_0421_n7_seed421.svg
422,7,422,42,0,0,5,3,42,1,ddddddrrrrrruuuuuuldddddlululuuuldddddrudr,1110011/1110011/1110011/1111011/1111111/1111111/1111111,images/grid_0422_n7_seed422.svg
423,7,423,38,0,0,0,6,42,5,ddrdldddrrruuldluurrrrrdddluuuluululrrdrur,1011111/1001110/1100100/1111111/1111011/1111011/1111011,images/grid_0423_n7_seed423.svg
424,7,424,44,0,0,0,6,44,1,ddddddrrrulluuuuurrrddddlluuurddrrdddruuuuuu,1111101/1111101/1111101/1111111/1111111/1111011/1111011,images/grid_0424_n7_seed424.svg
425,7,425,40,0,0,0,6,40,1,drdrdddlldrrrrrruluuuulddddluuuululrrrrr,1111111/1111110/0111110/0011110/0011110/1111111/1111111,images/grid_0425_n7_seed425.svg
426,7,426,42,1,0,4,4,41,0,ddddruuuurrrdllddddrrrruuuuuuldddddlluurd,0000011/1111111/1111111/1111111/1111111/1111111/0011111,images/grid_0426_n7_seed426.svg
427,7,427,42,0,0,6,6,44,3,dddddduuuruuurrrrrddddluuulddluuldddrrdldrrr,1111111/1111111/1111111/1111111/1011111/1001100/1001111,images/grid_0427_n7_seed427.svg
428,7,428,43,0,0,6,4,44,2,ddddddrurdrururuuulllddrlluuurrrrrdddddduldl,1111111/1111111/1110011/1111011/1000111/1111111/1111111,images/grid_0428_n7_seed428.svg
429,7,429,45,0,0,0,3,45,1,rddlddddrrrrrruuuuuuldddddluulddlluurduurruul,1101111/0100111/1111111/1111111/1111111/1111111/1111111,images/grid_0429_n7_seed429.svg
430,7,430,42,1,0,3,5,43,2,rdrdrdlddlluuuudrddrrdrrruuuuuulldrdldddruu,0000111/1100111/1110111/1111111/1111111/1111111/1111111,images/grid_0430_n7_seed430.svg
431,7,431,43,0,0,6,6,42,0,ddddddrrrrullluuuuurrrrrdddllluuldddrrrddr,1111111/1111001/1111001/1111111/1111110/1111110/1111111,images/grid_0431_n7_seed431.svg
432,7,432,40,2,0,0,1,39,0,ddddrrrrrruuldluuruuulldrdldddlluruuuul,0111110/0011110/1011110/1011110/1111111/1111111/1111111,images/grid_0432_n7_seed432.svg
433,7,433,40,4,0,0,1,39,0,ddrruuuuurdddddrrruuuuuuldddddluuuuulll,0111111/0011111/0011111/0011111/1011111/1011111/1111111,images/grid_0433_n7_seed433.svg
434,7,434,41,0,0,2,5,41,1,ddddddrrrrrruuldluldllururllurruurdrurddl,1001111/1001111/1111011/1111000/1111111/1111111/1111111,images/grid_0434_n7_seed434.svg
435,7,435,43,0,0,0,4,44,2,ddddddrruluuurulurrdrdrddldldrrrulruuuuudlul,1111111/1111111/1110111/1100011/1100111/1111111/1111111,images/grid_0435_n7_seed435.svg
436,7,436,37,2,0,0,1,41,5,ddddrrrruuurrdldrdllllluurulruurrrrulllll,0111111/0011111/1010000/1110111/1110111/1100111/1111111,images/grid_0436_n7_seed436.svg
437,7,437,42,0,0,4,0,42,1,drurrrrrddddddlllllruruuurdddruuuullldlldd,1111111/1111111/1111111/1001111/1001111/0011111/0111111,images/grid_0437_n7_seed437.svg
438,7,438,38,0,0,4,0,40,3,rddrdduurulurrrrddlulddrrdddluldllludluu,1111111/0111111/0111111/0010111/1010001/1100111/1111111,images/grid_0438_n7_seed438.svg
439,7,439,38,0,0,0,6,40,3,ddddddrrluurluurulurrddrrddlddrruluruuuu,1111001/1111001/1111111/1100011/1110111/1100111/1110111,images/grid_0439_n7_seed439.svg
440,7,440,43,0,0,6,5,43,1,ddddddruuruluuurrrrrdddduluullldrrdldrdldrr,1111111/1111111/1111111/1111111/1111101/1101100/1101110,images/grid_0440_n7_seed440.svg
